index	Bristow2014_filter	ClN/CLBs_filter	Wavepool_filter	Orlando2008_filter	Kelliher2016_filter	dlxjtk_sort	wavepool_alphabetical_sort	wp_1stper_r2
SMT3						1.54E+12		
SDH7								
GRX2						1.68E+11		
YDR514C						5.20E+11		
SLF1						6.75E+11		
GRH1						1.38E+12		
FPR2						1.61E+12		
URC2						5.40E+11		
YDR521W								
SPS2						694923656.5		
SPS1						4.85E+11		
AGE1						9.29E+11		
YDR524C-A								
YDR524C-B						1.78E+12		
YDR524W-C						82048967.8		
API2								
SNA2						44161760754		
YDR526C								
RBA50						1.63E+12		
QCR7						1.94E+11		
APA2						51534718.1		
HSP31						1044139.769		
YDR535C								
STL1						2416450.633		
YDR537C								
FDC1						4.91E+11		
IRC4						1.77E+12		
PAU10								
YDR543C								
YDR544C								
YDR545C-A								
YRF1-1								
IRC22						1.78E+12		
GIM4						1.63E+12		
VAB2						1.68E+11		
YEA6						1.32E+12		
MIT1						2.76E+11		
YEL008C-A								
YEL008W								
GCN4						1.78E+12		
YEL009C-A								
YEL010W								
GLC3						72824021599		
VAC8						4.94E+11		
YEL014C								
EDC3						1.76E+12		
NPP2						2.87E+11		
PMP2						1.78E+12		
YEL018C-A								
EAF5						1.46E+12		
MMS21						1.27E+12		
PXP1								
YEL020C-B								
TIM9						1.65E+12		
URA3						37038755124		
GEA2						1.46E+12		
YEL023C						2.14E+11		
RIP1						2.05E+11		
SNU13						1.78E+12		
VMA3						1.78E+12		
YEL028W								
BUD16						1.75E+12		
YEL030C-A								
ECM10						5.12E+11		
SPF1						1.68E+12		
YEL032C-A								
MTC7								
YEL034C-A								
HYP2						1.78E+12		
UTR5						1.47E+12		
UTR4						3.54E+11		
YEF1						5128581046		
GTA1								
YEL045C								
GLY1						1.65E+12		
FRD1						271765.034		
TCA17						8.50E+11		
PAU2								
RML2						1.74E+12		
YEL050W-A								
VMA8						1.56E+12		
AFG1						1.78E+12		
MAK10						1.73E+12		
YEL053W-A								
RPL12A								
POL5						1.51E+12		
HAT2						1.73E+12		
SDD1								
HHY1								
CAN1						1.20E+12		
YEL067C								
YEL068C								
DSF1								
RMD6						5.85E+11		
YEL073C						10529502565		
YEL074W								
YEL075C								
YEL075W-A								
YEL077C								
YEL077W-A								
NOP16						9.32E+11		
FMP52						7.49E+11		
YND1						1.75E+12		
YER006C-A								
NUG1						7.16E+11		
TMA20						1.58E+12		
NTF2						1.70E+12		
PRE1						16559529569		
PRP22						1.40E+12		
BUD25						7.20E+11		
HEM14						4.10E+11		
FAA2						1.06E+12		
AFG3						1.70E+12		
SBH2						1.76E+12		
RPN3						17448282800		
SRB4								
YER023C-A								
PRO3						1.78E+12		
YAT2						1.40E+11		
GCD11						1.78E+12		
CHO1						1.49E+11		
GAL83						2.02E+11		
MIG3						4.65E+11		
SMB1						1.14E+12		
CHZ1						1.47E+12		
ZRG8						5.29E+11		
YER034W						15611112697		
EDC2						284389447.3		
ARB1						1.78E+12		
KRE29						1.72E+12		
FMP49								
HVG1						1.01E+11		
YER039C-A						35821587137		
GLN3						1.54E+12		
YEN1						31326429356		
SAH1						1.78E+12		
ERG28						50050768423		
MEI4						35316271985		
ACA1						51865187848		
YER046W-A								
SAP1						1.29E+12		
CAJ1						1.43E+12		
TPA1						1.29E+12		
RSM18						1.74E+12		
JHD1						18181966247		
HOM3						3.19E+11		
PIC2						7.44E+11		
GIP2						1.48E+12		
HIS1						1.52E+12		
FCY2						9.93E+11		
RPL34A						1.78E+12		
HMF1						1.18E+12		
PET117						4229921267		
PCL6						5.34E+11		
FCY21						4.17E+11		
FCY22						6.92E+11		
CEM1						27689618165		
GPP2								
THO1						85306230807		
VHR2						1.23E+12		
ICL1						8.36E+11		
YER066C-A								
RRT13						1.74E+12		
YER067C-A								
RGI1						522036760.2		
YER068C-A								
MOT2						1.59E+12		
ARG56								
TDA2						1.39E+11		
VTC1						1.69E+12		
ALD5						27366500655		
RPS24A								
YOS1						9.12E+11		
PTP3						5.69E+11		
YER076C						1.73E+12		
YER076W-A								
MRX1								
ICP55						1.36E+12		
YER078W-A						1.22E+12		
YER079C-A								
AIM9						9138820519		
UTP7						4.29E+11		
GET2						1.78E+12		
YER084W								
YER084W-A								
YER085C						1.32E+12		
YER087C-A								
AIM10						1.51E+12		
DOT6						8.28E+11		
YER088C-A								
YER088W-B								
PTC2						1.66E+12		
YER090C-A								
YER091C-A								
IES5						1.76E+12		
TSC11						1.77E+12		
AIM11						1.52E+12		
PUP3						4.33E+11		
YER097W								
PRS2						1.77E+12		
UBC6						1.51E+12		
AST2						7806662562		
RPS8B								
SSA4						13602085211		
MAM1						1.16E+12		
YER107W-A								
KAP123						6.17E+11		
LSM4						1.76E+12		
TMN3						5.84E+11		
SPR6						1.07E+12		
SLX8						3.96E+11		
RPL23B								
AVT6						36918398397		
YER119C-A								
YER121W								
GLO3						1.16E+12		
YCK3						1.65E+12		
RSP5						1.08E+12		
NSA2						2.61E+11		
LCP5						2.54E+11		
VFA1						5.30E+11		
SAK1						1.77E+12		
COM2								
RPS26B						1.78E+12		
PMD1						3.25E+11		
YER133W-A								
YER134C						1.76E+12		
YER135C								
GDI1						5.87E+11		
YER137C						232878563.6		
YER137C-A								
YER137W-A								
YER138C								
YER138W-A								
RTR1						22750930044		
EMP65						1.29E+12		
COX15						20625223486		
DDI1						2.93E+11		
UBP5						1.72E+12		
FTR1						1635944407		
YER145C-A								
LSM5						1.75E+12		
YER147C-A								
SPT15						1.68E+12		
YER148W-A								
UBP3						1.03E+12		
YER152C						4.05E+11		
YER152W-A								
PET122						37461655861		
OXA1						77181256198		
MYG1								
COG3						1.75E+12		
YER158W-A								
BUR6						1.16E+11		
YER159C-A								
YER160C								
SPT2						1.51E+12		
RAD4						2.64E+11		
GCG1						1.37E+11		
CHD1						1.45E+12		
YER165C-A								
PAB1						1.76E+12		
CCA1						1.72E+12		
RPH1						1.29E+12		
BRR2						1.05E+12		
YER172C-A								
TMT1						2.32E+11		
YER175W-A						1.06E+11		
ECM32						1.73E+12		
BMH1						1.37E+12		
PDA1						1.61E+12		
DMC1						5.31E+11		
ISC10						1.21E+12		
SLO1						1.56E+12		
YER181C								
FAU1						1.54E+12		
TOG1								
PUG1						1.55E+12		
YER186C						4.59E+11		
YER187W						6.80E+11		
YER188C-A						1.12E+11		
YER188W								
YER189W								
YER190C-A								
YER190C-B								
YRF1-2								
DEG1						4.08E+11		
SPB4						3.71E+11		
YFL002W-A								
YFL002W-B								
MSH4						1.57E+12		
VTC2						1.09E+12		
CDC4						1.77E+12		
WWM1						1.65E+12		
AUA1						72466084549		
HXT10						1.66E+12		
YFL012W						1.75E+12		
YFL012W-A								
IES1						8.55E+11		
YFL013W-A								
YFL015C								
YFL015W-A								
MDJ1						13024305368		
SMX2						1.37E+11		
LPD1						1.75E+12		
YFL019C								
PAU5								
YFL021C-A								
FRS2						1.75E+12		
BUD27						2.73E+11		
EPL1						21907019002		
STE2						85832639080		
CAF16						1.72E+12		
CAK1						1.16E+11		
AGX1						1141866.388		
YFL031C-A								
HAC1						1.67E+12		
YFL032W								
RIM15						1.50E+12		
RPL22B						9.22E+11		
MIL1								
RPO41						1.32E+12		
YFL040W						1.67E+12		
FET5						2.02E+11		
YFL041W-A						1.06E+12		
LAM5								
OTU1						2285121293		
FMP32						1.57E+11		
EMP47						1.73E+12		
YFL051C						23714019091		
ZNF1								
DAK2						1.24E+12		
AQY3								
AGP3						1.34E+12		
AAD6						1.35E+12		
THI5								
DDI2								
COS4								
YFL063W								
YFL066C								
YFL067W						1.27E+12		
YFL068W								
LOC1						8.86E+11		
NIC96						1.75E+12		
RPN11						80065365657		
SAD1						1.09E+12		
YFR006W						1.73E+12		
YFH7						1.75E+12		
FAR7						4.70E+11		
GCN20						1.78E+12		
YFR009W-A								
UBP6						4725494958		
YFR010W-A								
MIC19								
DCV1						1.76E+12		
YFR012W-A						40440478.93		
IOC3						1.73E+12		
CMK1						1.13E+12		
GSY1						1.71E+12		
AIP5								
IGD1						1.74E+12		
CSS2								
ATG18						1.66E+12		
ROG3						1.65E+12		
PES4						1.62E+12		
LSB3						5569026456		
ULI1						1.96E+11		
PTR3						1.56E+12		
RPL2A								
RRT5						3.75E+11		
RPL29						1.78E+12		
MIN10								
QCR6						1.39E+12		
PHO4						47741783180		
YFR034W-A								
YFR035C						1.50E+12		
YFR036W-A								
RSC8						1.77E+12		
IRC5						1.90E+11		
OSW7								
SAP155						1.56E+12		
KEG1						73950408449		
IRC6						3.63E+11		
DUG1						1.73E+12		
MRX20								
BNA6						7179173642		
RMD8						1.78E+12		
PRE4						41313427424		
RET2						1.82E+11		
YFR052C-A								
RPN12						39324144480		
HXK1						26126069983		
YFR054C								
IRC7						6153703792		
YFR056C								
YFR057W						9.87E+11		
ERP6						1.78E+12		
COG7						1.34E+12		
YGL007C-A						6.16E+11		
BRP1								
LEU1						46127842133		
MPO1								
SCL1						21443114521		
ERG4						4.64E+11		
YGL014C-A								
BIL2								
ATE1						1.04E+12		
JAC1						7.31E+11		
CKB1						1.66E+12		
GET1						1.45E+12		
PIB2						1.70E+12		
YGL024W								
PGD1						9.40E+11		
TRP5						1.55E+12		
CGR1						11730760894		
RPL30						1.78E+12		
RPL24A						1.78E+12		
HOP2						12762211031		
YGL034C								
YGL039W						3.25E+11		
HEM2						50030015266		
YGL041C								
DPC13								
YGL042C								
DST1						1.40E+12		
RNA15						1.77E+12		
RIM8						61918662126		
RPT6						64735559267		
TIF4632						77802963905		
TYW3						1.37E+12		
MST27						9.42E+11		
YGL052W								
PRM8						12927457506		
ERV14						1.66E+12		
SDS23						1.75E+12		
GEP7						4.37E+11		
RAD6						1.60E+12		
PKP2						9.20E+11		
PYC1						170828670.6		
YGL063C-A								
PUS2						3.35E+11		
MRH4						1.06E+12		
NPY1						9.39E+11		
YGL069C								
RPB9						1.68E+12		
AFT1						1.46E+12		
YGL072C								
HSF1						1.23E+12		
YGL074C								
RPL7A								
HNM1						5.04E+11		
DBP3						1.09E+12		
KXD1						1.73E+12		
MPC1								
GUP1						1.03E+12		
LCL3						1.16E+12		
MMS2						7.89E+11		
YGL088W								
NBP35						1.37E+12		
NUP145						1.78E+12		
TOS8						3.99E+11		
SRM1						1.11E+12		
USE1						1.71E+12		
SEH1						1.74E+12		
YGK1								
YGL102C								
RPL28						1.78E+12		
ARC1						1.78E+12		
RMD9						1.69E+12		
YGL108C						1.51E+12		
YGL109W								
NSA1						1.02E+12		
TAF6						1.29E+12		
YGL114W						1.68E+12		
SNF4						1.76E+12		
YGL118C								
COQ8						1.54E+12		
PRP43						1.12E+12		
GPG1						80886.9024		
NAB2						1.64E+11		
YGL123C-A								
RPS2						1.78E+12		
MON1						1.57E+11		
SCS3						23819597320		
SOH1						5.44E+11		
CWC23						1.24E+12		
RSM23						1.70E+12		
CEG1						1.63E+12		
SNT2						1.51E+12		
YGL132W								
ITC1						1.78E+12		
PCL10						1.76E+12		
RPL1B								
MRM2						10837495133		
SEC27						1.78E+12		
YGL138C						1.22E+12		
YGL140C						1.78E+12		
GPI10						4.36E+11		
MRF1						1.56E+12		
ROG1						1.24E+11		
TIP20						1.68E+12		
RRT6						66986337048		
RPL9A						1.78E+12		
ARO2						1.34E+12		
YGL149W								
NUT1						1.75E+12		
YGL152C								
PEX14						1.77E+11		
LYS5						1.18E+12		
CDC43						1.72E+12		
AMS1						1624274.577		
ARI1						188774204.8		
RCK1						1.51E+12		
AIM14						1.78E+12		
YIP5						7.11E+11		
SUT1						6.65E+11		
YGL165C								
CUP2						6.33E+11		
PMR1						1.78E+12		
HUR1						2.28E+11		
SUA5						1.16E+12		
SPO74						3.31E+11		
ROK1						6.46E+11		
NUP49						1.76E+12		
XRN1						1.59E+12		
BUD13						2.31E+11		
YGL176C						1.73E+12		
YGL177W								
MPT5						9.36E+11		
ATG1						23756994702		
GTS1						3.45E+11		
YGL182C								
MND1						9.74E+11		
TPN1						6.37E+11		
COX4						8.33E+11		
YGL188C								
RPS26A								
COX13						40677906461		
IME4						1.63E+12		
YGL193C								
HOS2						87269402207		
YGL194C-A								
GCN1						1.76E+12		
DSD1						18642880519		
MDS3						1.16E+12		
YIP4						1.55E+12		
YGL199C								
ARO8						1.78E+12		
KEX1						1.54E+12		
YGL204C								
POX1						1.15E+12		
CHC1						1.04E+12		
SIP2						1.53E+12		
MIG2						54903368142		
NCS6						3.82E+11		
SKI8						1.78E+12		
YGL214W								
CLG1						1.62E+12		
YGL217C								
YGL218W								
BOL2								
NIF3						1.19E+12		
EDC1						9.81E+11		
COG1						1.78E+12		
SDT1						7.53E+11		
MTC3						1.29E+12		
VID30						1.91E+11		
SHE10						1.67E+12		
YGL230C						86667986837		
EMC4						1.52E+12		
TAN1						1.72E+12		
ADE57								
YGL235W						1.62E+12		
MTO1						1.24E+12		
YGL239C								
YGL242C						2.67E+11		
TAD1						10031332527		
RTF1						1.61E+12		
GUS1						1.50E+12		
RAI1						1.29E+12		
BRR6						1.68E+12		
PDE1						13717902585		
ZIP2						1.15E+12		
RMR1						795666469.4		
HFM1						1.48E+11		
HXK2						12373363405		
FZF1						5.65E+11		
ZRT1						2.12E+11		
YGL258W-A						1.27E+12		
YPS5						1.62E+12		
YGL260W								
PAU11								
YGL262W						1.29E+12		
COS12						9.48E+11		
EFM5								
SWC4						1.68E+12		
CUL3						1.47E+12		
PEX31						1.65E+12		
TFG2						1.51E+12		
PRP18						1.75E+12		
ECT1						1.70E+12		
STF2						1.15E+11		
NMA2						4.01E+11		
YGR011W								
MCY1								
SNU71						1.32E+12		
EAT1								
YGR017W						1.70E+12		
YGR018C								
UGA1						471243816.4		
VMA7						6.88E+11		
DPC29								
YGR022C								
YGR025W								
YGR026W						6.47E+11		
RPS25A						1.78E+12		
YGR027W-A								
YGR027W-B								
MSP1						1.68E+12		
ERV1						1.16E+12		
POP6						1.77E+11		
NAG1								
IMO32						1.75E+12		
TIM21						1.39E+12		
RPL26B						1.78E+12		
YGR035C						6.00E+11		
YGR035W-A						8.59E+11		
CAX4						7.09E+11		
ACB1						1.21E+12		
YGR038C-A								
YGR038C-B								
ORM1						1.39E+12		
YGR039W								
KSS1						7.50E+11		
MTE1								
NQM1						7.277945228		
YGR045C								
TFC4						1.75E+12		
SCM4						1.82E+11		
YGR050C								
YGR051C								
FMP48						2747056.759		
MCO32								
YGR054W						8.70E+11		
MUP1						4264562493		
RSC1						1.72E+12		
LST7						1.51E+12		
PEF1						1.49E+12		
SPR3						1.42E+12		
ERG25						6.97E+11		
ADE6						1.09E+12		
SPT4						1.77E+12		
YGR064W								
VHT1						2.01E+11		
GID10								
YGR067C						1.57E+12		
ART5						1.49E+12		
YGR068W-A								
YGR069W								
ENV11						1.26E+12		
UPF3						5.14E+11		
YGR073C								
PRP38						1.52E+12		
PEX8						1.69E+12		
PAC10						1.28E+12		
YGR079W						2.03E+11		
SLX9						1.92E+11		
TOM20						1.36E+12		
GCD2						1.75E+12		
MRP13						1.10E+12		
RPL11B						1.78E+12		
CTT1						7.277945228		
UTP22						5.17E+11		
PRP31						1.90E+11		
DRN1								
VAS1						1.59E+12		
RRP46						4.58E+11		
TPC1						3.08E+11		
ASK10						1.05E+12		
MDR1						3.28E+11		
PCP1						5.10E+11		
GTF1						6.84E+11		
NOP7						1.13E+12		
SRB5						1.78E+12		
VMA21						1.70E+12		
VOA1						1.78E+12		
YGR107W								
YGR109W-A								
YGR109W-B						95650625909		
CLD1						18031335738		
YGR111W						12625783505		
SHY1						1.78E+12		
YGR114C								
YGR115C								
SPT6						1.72E+12		
YGR117C						1.22E+12		
RPS23A								
NUP57						1.78E+12		
COG2						1.78E+12		
MEP1						7.25E+11		
YGR121W-A						1.60E+12		
YGR122C-A								
YGR122W						1.76E+12		
PPT1						5.50E+11		
ASN2						1.78E+12		
VSB1								
YGR126W						1.72E+11		
YGR127W						1.00E+12		
UTP8						1.35E+12		
SYF2						8862045046		
FHN1						1.57E+12		
PHB1						2.95E+11		
PEX4						1.14E+12		
CAF130						1.77E+12		
PRE9						1.17E+11		
LSB1						9.52E+11		
YGR137W								
YGR139W								
BTN2						689769430.3		
THI4						1.76E+12		
ENP2						3.09E+11		
ECL1						67315170046		
YGR146C-A						1.26E+12		
NAT2						1.77E+12		
RPL24B						1.78E+12		
GPC1								
CCM1						1.76E+12		
YGR151C								
GTO1						3.82E+11		
CYS4						1.75E+12		
PTI1						8.44E+11		
CHO2						1.77E+12		
MTR3						9.48E+11		
NSR1						1.76E+12		
YGR160W								
RTS3						47504655961		
YGR161C-C								
YGR161C-D								
YGR161W-A								
YGR161W-B								
YGR161W-C								
TIF4631						1.32E+12		
GTR2						1.78E+12		
YGR164W								
MRPS35						1.74E+12		
TRS65						1.05E+12		
CLC1						4.90E+11		
PEX35								
LSO2								
RBG2						1.68E+12		
YGR174W-A								
ERG1						1.78E+12		
YGR176W								
ATF2						80315052190		
PBP1						1.41E+12		
TIM13						9.21E+11		
YGR182C								
QCR9						8.36E+11		
UBR1						1.46E+11		
TYS1						1.78E+12		
TFG1						1.28E+12		
HGH1						1.57E+12		
YGR190C								
HIP1						1.77E+12		
TDH3						1.78E+12		
XKS1						20460915378		
SKI6						1.36E+12		
FYV8						1.72E+12		
YPP1						1.55E+12		
PMT6						1.65E+12		
ELP2						1.41E+12		
YCH1						1.54E+12		
YGR204C-A						1.65E+12		
ADE3						1.78E+12		
TDA10						8.90E+11		
MVB12						2.93E+11		
CIR1						7.82E+11		
SER2						1.31E+12		
TRX2						1.31E+11		
YGR210C						1.78E+12		
ZPR1						1.75E+12		
SLI1						1.02E+12		
RTA1						1.21E+12		
RPS0A						1.78E+12		
RSM27						1.10E+12		
GPI1						1.78E+12		
CCH1						1.35E+12		
YGR219W								
MRPL9						1.78E+12		
HSV2						1.61E+12		
AZR1						1.74E+12		
AMA1						1.76E+12		
YGR226C								
DIE2						4.97E+11		
YGR228W								
NAS6						10601862801		
PHO81						1.39E+12		
MIC26								
SPG1						1.63E+12		
PEX21						3675965798		
PFK1						1.73E+12		
YAP1802						1.28E+12		
YGR242W								
MPC3								
LSC2						6.32E+11		
SDA1						7.32E+11		
BRF1						1.06E+12		
SOL4						6082.878114		
MGA1						1.01E+12		
RIE1								
NOP19						1.21E+11		
PUP2						49939164287		
ENO1						15365127224		
COQ6						6169602405		
GND2						3591653.386		
MTM1						1.73E+12		
RAD2						15396183453		
YGR259C								
APL6						1.60E+12		
BUD32						1.78E+12		
MES1						1.78E+12		
YGR265W								
HUA1						30569987409		
YGR269W								
YGR270C-A								
YTA7						1.01E+12		
EFG1								
YGR273C						1.37E+12		
TAF1						1.57E+12		
RTT102						1.78E+12		
CAB4						26607844189		
CWC22						6.28E+11		
PXR1						2.31E+11		
YOR1						60520912417		
BGL2						1.53E+12		
YGR283C						3.38E+11		
ERV29						3.29E+11		
ZUO1						1.75E+12		
BIO2						3955878580		
IMA1						1.36E+12		
MAL13						1.51E+12		
MAL11						2.11E+11		
YGR290W								
YGR291C								
MAL12								
YGR293C								
PAU12								
YGR296C-A								
YGR296C-B								
YRF1-3								
RPL14B						1.78E+12		
YHL002C-A								
HSE1						1.37E+12		
LAG1						1.71E+12		
MRP4						1.35E+12		
YHL005C								
SHU1						1.23E+12		
YHL006W-A								
YHL008C						1.27E+12		
YAP3						2.12E+11		
YHL009W-A								
YHL009W-B								
ETP1						6.56E+11		
PRS3						7.57E+11		
YHL012W						1.42E+12		
OTU2						2.06E+11		
YLF2						1.31E+12		
RPS20						1.78E+12		
YHL015W-A						4.99E+11		
DUR3						1.22E+11		
YHL017W						3.10E+11		
MCO14								
APM2						7.00E+11		
YHL019W-A								
OPI1						4.34E+11		
AIM17						2791093495		
SPO11						18339330427		
NPR3						2.55E+11		
SNF6						4.77E+11		
RIM101						87575455909		
OCA5						1.18E+12		
YHL030W-A								
GOS1						2.23E+11		
GUT1						1.08E+11		
RPL8A						1.78E+12		
SBP1						1.44E+12		
YHL034W-A								
VMR1						272697.8659		
YHL037C								
CBP2						1.75E+12		
EFM1						2.86E+11		
ARN1						1423982.018		
YHL041W								
YHL042W						5.58E+11		
ECM34						9.98E+11		
YHL045W								
PAU13								
YHL046W-A								
ARN2						295159423.2		
YHL048C-A						477951729.8		
COS8						6.54E+11		
YHL049C								
YHL050C								
YHL050W-A								
QCR10						4298718902		
LEU5						1.72E+12		
TCD1						1.02E+12		
NEM1						1.34E+11		
TIM10						1.78E+12		
STP2						2.61E+11		
ERG11						1.74E+12		
YHR007C-A						1.56E+11		
SOD2						12970999499		
TDA3						1.42E+12		
RPL27A						1.78E+12		
DIA4						4.57E+11		
VPS29						1.47E+12		
SPO13						5.18E+11		
MIP6						1.22E+11		
ARG4						3.25E+11		
DED81						1.78E+12		
YHR020W						1.76E+12		
RPS27B						1.78E+12		
ECM12						1.05E+12		
YHR022C						1.69E+12		
YHR022C-A						1.74E+12		
MAS2						9.28E+11		
THR1						1.69E+12		
VMA16						1.78E+12		
RPN1						46107720259		
DAP2						7.79E+11		
YHR028W-A								
YHI9						39132578353		
YHR032C-A								
ERC1						1.41E+12		
YHR032W-A								
PIH1						1.21E+12		
NEL1								
BRL1						1.54E+12		
RRF1						1.77E+12		
VMA10						1.77E+12		
BCD1						95468850164		
SRB2						4.26E+11		
NCP1						1.78E+12		
DOG2						3.61E+11		
DOG1						10677200139		
INM1						7.22E+11		
AAP1						1.69E+12		
YHK8						8.72E+11		
YHR049C-A								
FSH1						1.67E+12		
SMF2						15465196481		
YHR050W-A						9.31E+11		
COX6						42445993044		
CIC1						1.28E+12		
YHR052W-A								
CUP1-1								
YHR054C								
YHR054W-A								
CUP1-2								
RSC30								
YHR056W-A								
CPR2						2.37E+11		
MED6						1.78E+12		
FYV4						1.58E+12		
VMA22						1.19E+12		
RPP1						96987886837		
PAN5						1.58E+12		
YHR063W-A								
SSZ1						1.73E+12		
RRP3						5.33E+11		
SSF1						5.44E+11		
HTD2						1810546739		
DYS1						1.78E+12		
RRP4						1.29E+12		
YHR069C-A								
YHR070C-A								
TRM5						7.01E+11		
YHR071C-A								
PCL5						653579252.9		
ERG7						37534626304		
NOP10						1.50E+12		
YHR073C-B								
OSH3						4.86E+11		
YHR073W-A								
QNS1						9.53E+11		
PPE1						1.08E+12		
PTC7						1.03E+12		
NMD2						1.12E+12		
YHR078W						7.44E+11		
IRE1						1.58E+12		
SAE3						1.17E+11		
LAM4								
LRP1						2.15E+11		
KSP1						1.44E+12		
SAM35						1.63E+12		
STE12						4.16E+11		
IPI1						88813345113		
YHR086W-A						8.25E+11		
RTC3						353030.1351		
RPF1						18167541504		
GAR1						1.77E+12		
YNG2						2.59E+11		
MSR1						1.78E+12		
AHT1								
HXT1						1.78E+12		
YHR095W								
HXT5						4276537.418		
PAL2								
TRA1						6.01E+11		
GEP4						94195480669		
BIG1						1.50E+12		
SBE22						2.76E+11		
YPT35						1.13E+12		
TRR2						9.96E+11		
CTM1						1.61E+11		
UBA4						1.01E+12		
YHR112C						65966456296		
APE4						948494771.3		
BZZ1						1.75E+12		
COX23						1.72E+12		
TOM71						1.75E+12		
SET1						1.22E+12		
MSH1						57248805315		
LSM12						1.71E+12		
CIA2						1.68E+12		
EPT1						5.93E+11		
NDT80						12069106868		
YHR125W								
ANS1						1.77E+12		
YHR127W						5685061662		
FUR1						1.13E+12		
YHR130C								
YHR131C						1.70E+12		
YHR131W-A								
ECM14						1.19E+12		
IGO2						8.84E+11		
WSS1						1.38E+12		
SPL2						440832441.7		
YHR137C-A								
SPS100						56516805.97		
YHR139C-A								
YHR140W						6.14E+11		
RPL42B								
CHS7						9.47E+11		
RPC10						1.04E+12		
DCD1						3.44E+11		
YHR145C								
MRPL6						1.78E+12		
IMP3						4.99E+11		
PEX28						1.74E+12		
MTC6						76334120296		
LAM1								
LIN1						2.33E+11		
REC104						1.57E+11		
TDA11						5.02E+11		
PEX18						1.48E+12		
YAP1801						8.21E+11		
MPC2						1.78E+12		
SOL3						3.93E+11		
PRP8						1.49E+12		
YHR165W-A								
THP2						1.57E+12		
MTG2						1.18E+12		
DBP8						2.47E+11		
NMD3						1.12E+12		
ATG7						55739133535		
YHR173C								
ENO2						1.78E+12		
YHR175W-A						3.14E+11		
FMO1						1.74E+11		
ROF1								
STB5						9.96E+11		
OYE2						221873596.8		
YHR180C-B								
YHR180W								
YHR180W-A								
SVP26						1.75E+12		
YHR182C-A								
RGD3								
GND1						8.37E+11		
SSP1						7.33E+11		
PFS1						1.67E+12		
KOG1						1.78E+12		
IKI1						1.59E+12		
PTH1						1.74E+12		
ERG9						6.43E+11		
CTF8						6.88E+11		
LNP1						1.78E+12		
EGD2						1.78E+12		
YHR193C-A								
MDM31						2.58E+11		
NVJ1						1.50E+12		
UTP9						1.26E+12		
RIX1						1.51E+11		
AIM46						4.81E+11		
RPN10						10563101098		
PPX1						1.22E+12		
YHR202W						1.77E+12		
RPS4B								
SKN7						4.15E+11		
SET5						28146039037		
BAT1						6.02E+11		
CRG1						160804311.8		
YHR210C						7.45E+11		
FLO5								
YHR212C								
YHR212W-A						1.19E+12		
YHR213W						9439165581		
YHR213W-B								
YHR214C-B								
YHR214C-C								
YHR214C-D						2.49E+11		
YHR214C-E						8.06E+11		
YHR214W								
YHR214W-A								
PHO12								
IMD2								
YHR217C								
YHR218W								
YHR218W-A								
YHR219C-A								
YHR219W								
YIL001W						3.75E+11		
CMI7								
CFD1						6.60E+11		
YIA6						1.33E+12		
URM1						35106744350		
EST3						4.92E+11		
DOT5						1490015251		
TIR3						669908707.1		
YIL012W								
PDR11						4.11E+11		
YIL014C-A						1.74E+12		
MNT3						8.33E+11		
BAR1						1.78E+12		
SNL1						1.37E+12		
VID28						1.39E+12		
RPL2B								
FAF1						48721478673		
HIS6						1.42E+12		
YIL020C-A								
YIL021C-A								
RPB3						1.77E+12		
TIM44						1.30E+12		
YKE4						1.68E+12		
YIL024C						4.96E+11		
YIL025C								
EMC5						1.33E+12		
YIL028W								
EMA17								
YIL029W-A								
SSM4						1.77E+12		
YIL030W-A								
ULP2						1.63E+12		
YIL032C								
BCY1						22656984340		
CAP2						2.60E+11		
CKA1						1.76E+12		
CST6						6.25E+11		
PRM2						1.61E+12		
TED1						1.44E+12		
APQ12						1.24E+12		
GVP36						4.36E+11		
PKP1						7.49E+11		
CBR1						1.51E+12		
AGE2						1.76E+12		
PIG2						1.04E+12		
MET30						1.71E+12		
YIL046W-A						1.51E+12		
SYG1						1.00E+12		
YIL047C-A								
DFG10						1.03E+12		
PCL7						3.54E+11		
MMF1						4.19E+11		
RPL34B						1.78E+12		
GPP1								
YIL054W								
YIL055C						9764460417		
RGI2						1.78E+12		
YIL058W								
YIL059C								
YIL060W						1.77E+12		
SNP1						1.41E+12		
ARC15						2.76E+11		
YRB2						1.03E+12		
EFM4								
YIL066W-A								
YIL067C						1.72E+12		
YIL068W-A								
RPS24B								
MAM33						25938137016		
PCI8						1.22E+12		
YIL071W-A								
HOP1						8.49E+11		
SPO22						2.27E+11		
SER33						7.94E+11		
SEC28						1.71E+12		
RCI37								
THS1						1.78E+12		
AIR1						8.84E+11		
YIL082W								
YIL082W-A								
CAB2						1.60E+12		
SDS3						1.14E+12		
KTR7						1.76E+12		
YIL086C								
AIM19						2.64E+11		
AVT7						1.23E+12		
YIL089W						1.33E+12		
ICE2						1.74E+12		
UTP25						2.53E+11		
YIL092W						3880187214		
RSM25						1.50E+12		
LYS12						93443276889		
PRK1						1.60E+12		
BMT5								
FMC1						7.28E+11		
SGA1						6.26E+11		
YIL100C-A								
YIL100W								
XBP1						5457061926		
YIL102C						1.76E+12		
YIL102C-A								
DPH1						9.27E+11		
SHQ1						1.73E+11		
SLM1						6.61E+11		
YIL105W-A								
PFK26						9.80E+11		
YIL108W						1.73E+12		
